industry_type,service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,calendar_load_factor,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
1,0,2,1,1,1,36,5,8,3,0.67,8.18,50.06,54.7
0,2,2,0,2,1,3,3,10,3,0.97,33.82,28.75,33.8
0,0,1,1,1,2,24,4,19,6,0.67,11.65,69.9,77.7
0,0,2,1,1,1,48,7,8,0,0.14,11.23,65.45,67.3
0,0,2,1,1,1,8,2,19,2,0.47,9.53,32.4,36.5
3,1,2,1,4,0,49,4,12,2,0.38,14.6,152.02,164.9
0,0,1,1,1,1,10,3,10,2,0.3,11.8,39.33,44.6
2,1,1,1,2,1,28,1,21,1,0.34,30.7,859.6,300.0
2,0,1,1,2,1,43,3,17,3,0.79,18.19,260.72,294.1
1,1,2,1,1,1,18,6,18,3,0.42,18.02,45.95,52.8
0,1,1,0,1,1,45,7,10,3,0.99,16.28,104.66,124.8
0,2,2,1,1,2,46,1,16,3,0.74,38.25,1495.58,300.0
0,1,1,1,1,2,38,7,19,4,0.92,24.09,130.77,146.9
3,1,4,1,2,1,41,3,10,0,0.76,9.96,74.87,84.9
1,2,5,1,2,1,25,7,9,3,0.28,44.67,63.81,69.7
4,1,2,0,1,1,49,2,18,0,0.84,15.12,314.87,300.0
2,1,3,0,2,1,44,5,17,2,0.83,31.4,193.42,217.5
2,0,4,1,3,1,40,6,11,0,0.17,19.35,70.95,76.5
2,0,4,0,4,1,5,7,12,4,0.3,18.83,7.4,10.2
3,0,2,0,1,2,16,4,8,0,0.93,3.0,10.2,10.2
1,1,2,0,1,1,37,5,14,2,0.73,17.12,107.68,121.1
0,0,2,1,1,0,1,3,17,0,0.23,10.09,2.86,4.5
2,0,1,1,2,1,20,4,8,3,0.73,18.81,94.05,108.6
1,0,5,1,1,1,0,1,21,0,0.14,8.84,2.0,6.1
2,0,1,1,8,1,39,3,18,4,0.27,37.58,488.54,300.0
3,0,1,0,1,0,27,5,13,0,1.0,3.0,16.2,18.1
2,1,2,1,4,1,31,6,21,5,0.24,47.22,207.37,219.6
3,0,1,0,1,1,27,4,10,3,0.96,3.0,20.25,23.1
2,0,3,1,1,1,32,3,15,5,0.92,15.15,113.12,125.9
3,0,1,1,4,1,33,6,16,1,0.76,9.62,52.91,61.9
3,0,4,0,1,2,4,4,12,4,0.8,3.0,2.0,5.7
2,0,4,1,2,2,30,5,11,2,0.78,22.18,73.19,85.2
3,0,3,1,1,0,11,3,9,1,0.15,5.65,14.5,18.6
4,0,3,1,1,0,29,2,12,0,0.21,8.71,88.41,91.6
2,0,2,1,1,2,26,4,20,3,0.34,16.85,93.1,98.8
2,0,1,1,3,1,36,6,10,0,0.69,23.38,140.28,157.6
4,1,2,1,1,1,18,4,14,5,0.14,16.5,63.11,66.2
2,0,3,0,1,2,23,5,17,5,0.7,13.94,44.89,51.4
0,1,1,1,2,1,39,2,17,4,0.14,19.88,387.66,300.0
4,1,1,1,2,1,13,5,12,6,0.61,17.81,46.31,54.5
0,0,2,1,1,1,45,1,20,3,0.94,12.0,459.0,300.0
3,0,2,1,3,1,0,3,14,6,0.29,7.96,2.0,6.2
4,1,1,1,1,1,17,5,12,2,0.44,14.94,50.8,55.8
5,0,3,1,1,1,27,3,12,5,0.21,6.1,38.43,42.0
0,0,3,0,3,1,7,7,8,4,0.84,12.24,8.57,10.0
2,1,3,0,4,1,47,2,18,3,0.61,44.74,735.97,300.0
2,1,5,1,1,1,41,3,10,5,0.66,26.44,144.54,160.1
1,1,3,1,1,2,16,3,15,2,0.29,22.05,82.32,84.2
0,2,3,0,2,2,12,5,13,2,0.2,39.32,66.06,71.9
2,1,1,1,3,1,27,3,11,6,0.19,37.88,340.92,300.0
2,0,3,1,1,2,7,2,18,5,0.81,16.93,41.48,48.8
0,1,2,0,2,2,25,6,16,0,0.12,22.92,81.18,83.1
3,2,2,1,3,1,38,1,8,0,0.71,23.04,744.19,300.0
3,1,1,0,2,1,42,2,12,3,0.26,6.47,135.87,142.8
4,2,3,1,1,1,5,4,10,4,0.65,25.22,22.07,22.6
5,0,3,1,1,0,46,3,16,2,0.68,6.54,70.2,82.5
2,0,1,0,3,1,23,7,14,3,0.78,16.91,55.56,64.0
5,0,1,1,1,0,18,3,21,3,0.95,8.21,49.26,58.7
4,1,4,1,4,1,9,6,18,2,0.33,25.36,20.92,25.0
1,0,3,1,1,1,8,2,19,6,0.91,8.32,23.3,28.1
0,1,1,1,1,0,30,1,18,0,0.46,18.93,567.9,300.0
2,0,1,1,2,1,37,7,12,1,0.94,18.05,95.41,110.6
2,1,2,0,8,1,28,4,11,1,0.73,50.0,297.5,300.0
2,2,4,0,4,0,44,2,19,3,0.97,50.0,605.0,300.0
2,0,2,1,2,0,7,6,15,4,0.69,17.12,16.98,22.9
3,0,1,1,2,1,34,1,11,4,0.83,7.25,246.5,279.5
2,0,4,0,4,1,39,4,20,2,0.8,19.79,106.12,119.3
0,0,2,1,4,1,28,1,11,3,0.92,15.31,364.38,300.0
4,1,3,1,1,1,0,1,17,5,0.95,19.04,2.0,4.7
1,1,1,0,1,1,39,5,21,3,0.63,16.36,127.61,143.2
5,1,3,1,1,1,26,4,13,3,0.95,13.44,61.15,67.9
0,0,4,1,2,1,24,4,12,1,0.15,15.05,49.67,55.1
5,0,4,1,1,2,6,4,13,0,0.45,8.83,7.28,9.3
0,0,1,0,1,1,2,4,8,0,0.98,7.1,3.55,6.3
0,0,2,1,2,2,32,4,10,3,0.41,13.97,95.0,103.2
0,0,2,0,1,1,35,5,21,2,0.2,7.78,46.29,47.2
3,0,3,1,1,2,45,1,14,3,0.64,6.67,210.1,230.9
4,0,5,1,1,0,41,3,20,5,0.85,8.31,45.43,54.4
2,1,4,1,3,1,21,3,8,4,0.95,43.74,168.4,196.0
5,1,1,1,3,1,31,4,20,3,0.48,18.13,140.51,155.1
2,0,3,1,4,2,25,3,13,3,0.6,32.01,186.72,207.3
3,1,4,0,2,1,10,7,16,1,0.23,7.68,6.03,11.3
4,0,2,0,2,1,5,2,8,3,0.44,5.83,12.39,17.2
1,0,4,0,1,0,36,5,9,6,0.84,6.0,23.76,28.8
1,1,4,1,3,1,40,7,19,6,0.1,28.63,89.98,92.1
5,0,3,1,1,2,27,2,9,5,0.69,7.38,69.74,77.0
5,1,4,1,1,0,31,5,14,4,0.65,13.27,45.25,51.2
5,2,3,0,1,2,10,6,12,5,0.29,26.67,31.12,33.2
5,0,3,0,1,1,8,4,15,1,0.96,3.57,5.0,5.7
0,1,2,0,2,0,23,3,15,2,0.27,18.3,119.26,123.7
4,0,2,1,1,1,0,2,18,1,0.22,7.19,2.0,3.5
2,0,3,1,4,1,11,4,13,2,0.7,26.86,51.71,61.1
5,0,2,0,2,1,29,5,18,4,0.6,4.61,22.73,24.7
2,1,2,1,1,1,48,4,10,6,0.44,28.41,289.78,300.0
2,0,4,0,1,2,0,4,11,6,0.3,13.61,2.0,2.5
2,0,5,1,2,2,32,3,9,1,0.38,18.78,80.13,87.5
1,0,3,1,1,1,27,3,17,3,0.29,10.34,65.14,69.5
0,0,2,0,2,1,46,1,8,5,0.79,8.71,340.56,300.0
4,0,4,0,2,1,0,7,11,4,0.48,6.39,2.0,4.3
4,1,4,0,1,2,49,3,9,2,0.55,16.18,145.35,159.2
0,2,3,0,2,2,43,4,11,3,0.65,46.8,352.17,300.0
4,1,2,1,1,1,8,2,21,1,0.41,18.53,63.0,67.3
3,1,3,0,1,2,32,2,11,6,0.25,6.12,68.54,74.6
2,1,2,1,4,1,42,5,16,6,0.57,43.15,308.09,300.0
1,1,1,1,2,1,45,1,14,4,0.46,24.14,1086.3,300.0
4,0,3,1,1,2,16,1,11,3,0.17,9.44,105.73,109.5
3,2,3,1,3,1,43,4,12,6,0.57,20.47,154.04,169.0
2,2,2,0,1,1,44,4,11,5,0.88,41.32,386.34,300.0
3,0,2,1,3,0,10,3,17,4,0.14,6.91,19.58,25.6
0,1,2,1,1,1,35,2,16,1,0.19,19.34,287.68,299.2
2,1,3,1,6,1,3,4,18,3,0.33,50.0,26.25,33.1
0,1,1,1,1,1,10,3,21,6,0.31,21.55,71.83,75.9
0,2,4,1,2,1,5,4,15,1,0.36,47.56,32.7,32.4
3,1,2,1,1,1,48,4,13,3,0.9,8.07,82.31,94.9
5,1,2,1,2,1,10,2,10,5,0.63,17.2,73.1,83.3
2,2,2,0,1,1,34,1,13,6,0.67,49.4,1427.66,300.0
0,0,3,1,1,1,3,3,14,4,0.26,12.26,8.58,9.2
3,1,3,1,3,1,25,2,18,5,0.61,13.15,115.06,128.5
4,1,3,1,1,1,14,4,19,4,0.78,19.09,46.77,54.4
3,2,5,0,1,1,15,2,17,4,0.8,15.76,47.28,54.6
4,2,3,1,1,2,25,4,16,5,0.46,31.95,139.78,154.2
2,1,3,1,3,1,43,2,21,4,0.32,33.54,504.78,300.0
4,1,1,1,1,1,47,2,8,1,0.22,14.83,348.5,300.0
0,1,2,1,1,1,5,7,11,2,0.82,17.55,10.66,16.8
1,1,2,1,1,2,21,3,13,3,0.95,20.3,120.78,140.6
1,1,2,0,1,1,31,1,16,5,0.95,13.79,363.37,300.0
2,0,3,1,1,1,46,1,8,0,0.25,14.04,452.09,300.0
5,1,1,1,2,2,26,4,12,0,0.15,18.61,120.96,126.7
4,0,2,0,1,2,38,1,21,2,0.75,6.63,214.15,240.7
0,0,1,1,1,1,12,6,21,6,0.33,11.25,22.5,25.7
0,1,1,1,1,1,27,4,13,1,0.27,19.88,134.19,143.3
1,2,2,1,2,1,20,3,18,3,0.48,44.36,251.37,272.7
1,2,3,1,1,0,26,2,18,5,0.27,38.13,346.98,300.0
3,1,2,1,1,0,23,1,18,4,0.48,9.62,188.07,206.0
5,1,2,0,1,2,16,7,9,6,0.24,11.52,22.38,25.8
5,1,2,1,1,1,7,3,20,4,0.91,13.49,26.76,34.7
3,0,1,1,1,2,31,5,8,0,0.52,6.44,39.93,45.7
4,0,1,1,3,1,37,1,13,1,0.86,10.98,406.26,300.0
2,1,2,1,4,1,35,6,9,0,0.93,48.5,240.48,279.7
0,0,2,0,2,0,18,4,15,4,0.89,11.06,42.3,49.3
2,1,3,1,4,1,18,1,10,5,0.36,41.91,528.07,300.0
2,1,3,1,2,0,12,5,16,1,0.99,30.04,50.47,58.5
3,1,2,1,3,1,42,3,19,4,0.9,10.71,127.45,147.3
0,1,2,1,2,2,40,6,13,5,0.12,24.5,138.83,145.1
1,2,3,0,1,0,17,4,21,2,0.84,32.87,97.79,110.7
1,1,2,0,2,1,27,2,18,5,0.59,18.0,206.55,226.2
5,2,1,1,1,1,24,4,14,0,0.92,26.1,156.6,183.7
2,2,2,1,1,2,21,5,8,2,0.64,50.0,178.5,198.0
4,0,3,1,1,0,6,1,9,2,0.88,8.99,37.76,45.8
4,2,2,1,1,1,4,7,15,0,0.5,32.48,15.78,16.9
1,0,1,1,4,1,0,1,10,5,0.68,15.71,2.0,4.6
2,1,5,1,2,1,37,6,19,1,0.7,35.44,87.42,102.0
4,2,2,1,1,1,31,3,15,4,0.79,27.29,239.7,270.2
2,0,5,0,1,1,35,3,12,6,0.25,13.74,64.12,64.2
5,2,3,1,2,1,16,7,14,1,0.89,29.65,47.44,57.0
0,2,1,1,1,0,3,1,13,6,0.75,36.85,110.55,123.5
0,2,4,1,1,2,23,4,16,4,0.62,38.36,121.31,134.5
4,1,1,0,2,0,24,6,15,5,0.6,18.7,74.8,84.2
4,0,1,1,2,1,39,5,12,1,0.1,10.14,79.09,82.4
5,0,2,0,1,0,8,5,17,4,0.36,4.53,6.16,8.8
3,1,1,0,4,2,22,2,15,1,0.23,11.04,121.44,127.1
5,0,1,1,1,1,10,2,21,0,0.85,6.89,34.45,41.1
4,2,2,0,1,2,13,6,15,3,0.3,27.33,50.33,53.2
4,0,2,0,1,0,18,7,8,3,0.28,5.53,12.09,15.7
2,1,4,0,2,1,34,6,9,4,0.83,32.65,101.76,115.4
1,0,2,1,1,1,31,1,9,6,0.41,8.03,211.59,228.7
5,0,5,0,1,1,0,5,20,2,0.15,3.82,2.0,3.0
2,1,1,1,3,1,2,3,11,2,0.84,40.82,27.21,34.4
2,1,2,0,2,2,30,1,12,1,0.68,36.75,937.12,300.0
2,0,3,0,3,1,25,6,19,2,0.61,18.2,53.08,58.6
2,0,2,1,3,1,42,6,9,2,0.53,23.17,137.86,152.9
2,1,1,1,2,0,46,5,10,6,0.14,30.6,281.52,289.6
0,2,3,1,1,1,47,7,9,0,0.64,39.3,184.71,205.0
4,0,2,1,1,1,38,6,20,3,0.2,8.82,47.48,51.2
2,1,2,1,8,1,36,7,13,5,0.77,50.0,218.57,246.1
2,0,1,1,4,1,49,1,12,5,0.96,25.75,1261.75,300.0
0,2,4,1,1,1,39,2,12,3,0.63,35.88,384.81,300.0
0,0,5,1,1,0,20,3,21,2,0.14,13.24,35.31,38.6
0,0,3,1,1,1,34,4,18,6,0.66,12.39,73.72,85.3
3,0,2,1,1,2,2,7,11,6,0.1,5.83,2.0,1.9
0,1,1,1,1,0,22,7,12,0,0.72,17.25,54.21,63.2
5,2,1,0,3,1,32,3,14,6,0.9,25.4,270.93,300.0
0,1,2,1,1,1,19,6,21,0,0.57,17.46,47.0,52.8
0,1,4,0,1,1,31,2,14,3,0.22,13.75,117.22,120.0
0,0,3,1,1,1,24,5,15,0,0.66,11.4,38.3,41.0
0,0,3,1,2,2,4,6,20,2,0.71,15.49,7.23,9.3
4,2,1,0,2,0,3,3,14,5,0.25,31.78,31.78,35.9
4,1,1,1,1,1,8,4,14,1,0.28,17.85,35.7,35.6
3,1,4,1,1,1,9,1,18,0,0.41,7.87,38.96,43.9
0,1,1,1,1,1,17,4,14,5,0.61,19.8,84.15,94.9
1,0,1,1,1,1,46,6,16,1,0.55,9.2,70.53,75.6
2,2,3,1,6,1,43,5,14,2,0.49,50.0,301.0,300.0
5,1,3,1,1,1,36,5,13,6,0.76,12.67,63.86,70.9
0,1,3,1,1,1,4,7,16,6,0.28,21.28,8.51,10.6
3,1,1,1,1,1,37,3,10,6,0.22,8.92,110.01,118.6
2,1,1,1,1,1,10,4,13,2,0.53,25.66,64.15,70.9
1,0,4,1,1,1,17,6,20,5,0.46,10.06,15.68,17.3
2,0,2,1,2,1,13,5,11,0,0.21,20.51,45.33,49.5
0,0,2,1,1,0,12,4,21,4,0.6,12.45,31.75,37.9
4,0,3,0,1,0,31,7,21,2,0.5,5.76,17.86,16.5
0,1,2,1,1,1,37,6,19,6,0.61,21.31,111.7,125.1
3,1,1,1,2,1,48,5,19,6,0.8,12.35,118.56,134.9
0,2,2,0,1,1,29,2,11,5,0.48,35.32,435.32,300.0
5,1,2,1,1,1,3,2,21,2,0.71,12.99,16.56,19.6
0,1,2,0,1,1,9,6,10,6,0.92,17.9,22.82,27.1
4,2,1,1,1,1,35,6,9,4,0.98,33.03,192.68,222.4
4,2,2,0,1,0,11,4,14,5,0.97,25.66,59.98,68.6
5,1,3,1,1,1,36,1,19,6,0.12,11.64,293.33,300.0
2,0,2,0,6,1,30,3,10,1,0.56,23.9,203.15,222.5
3,0,2,0,4,1,5,4,20,6,0.39,3.79,4.03,8.3
1,0,2,1,1,2,47,2,16,0,0.2,10.39,207.54,216.7
0,2,3,1,1,1,27,1,16,2,0.64,32.85,620.86,300.0
2,1,2,1,1,2,18,1,11,3,0.49,30.98,473.99,300.0
0,1,1,1,1,1,22,7,11,6,0.86,17.15,53.9,65.0
5,1,2,1,1,0,44,5,10,6,0.75,12.82,95.89,108.0
0,1,2,1,2,1,10,7,12,2,0.98,20.64,25.06,28.7
2,0,2,1,1,2,2,1,16,0,0.37,20.14,34.24,37.2
3,0,1,1,1,1,34,2,14,6,0.46,5.94,100.98,107.1
2,1,1,1,1,1,39,1,9,1,0.48,30.0,1170.0,300.0
3,1,1,0,1,0,9,4,11,6,0.46,7.06,15.88,15.6
0,1,4,1,1,1,12,4,17,2,0.31,19.43,32.06,37.1
2,0,2,1,4,1,20,3,13,6,0.47,22.78,129.09,141.7
1,0,4,1,2,1,41,2,20,3,0.72,11.82,133.27,149.2
5,0,5,0,1,1,29,2,14,0,0.6,3.99,23.14,28.6
4,1,1,1,1,1,32,5,18,4,0.41,17.61,112.7,122.8
5,1,2,0,1,0,13,5,13,4,0.31,10.82,23.91,25.1
0,2,2,1,1,1,27,3,15,2,0.46,31.88,243.88,265.4
1,2,3,1,1,0,2,1,11,1,0.31,32.19,45.07,50.4
0,1,1,1,1,1,4,7,17,6,0.44,21.67,12.38,13.0
0,2,4,1,2,1,5,6,10,1,0.46,46.77,21.44,25.1
0,1,3,1,1,1,45,7,19,6,0.53,18.07,81.32,88.1
3,1,1,0,8,1,26,4,19,3,0.49,13.12,85.28,93.9
0,0,1,1,1,2,31,4,11,2,0.79,11.65,90.29,98.2
2,0,4,1,1,0,2,6,21,5,0.72,15.78,2.89,2.7
4,0,1,1,1,1,42,2,11,0,0.54,8.52,178.92,197.6
3,2,2,1,2,1,37,6,17,4,0.98,22.48,117.83,136.6
1,2,3,1,1,0,39,6,17,4,0.31,31.2,141.96,149.4
1,0,1,0,1,1,44,7,11,2,0.94,5.12,32.18,37.1
2,0,3,1,1,1,39,2,14,2,0.66,16.11,219.9,243.4
0,1,1,1,2,1,37,1,9,4,0.4,21.32,788.84,300.0
3,0,1,0,8,1,19,3,13,5,0.41,5.49,34.77,39.4
1,0,1,0,1,1,49,2,8,4,0.4,5.28,129.36,138.2
4,1,1,1,1,1,26,2,12,1,0.51,16.43,213.59,227.8
4,0,2,0,1,0,24,7,12,4,0.57,5.34,15.56,18.2
3,0,4,0,2,1,5,1,9,2,0.74,3.19,8.77,10.0
1,2,3,1,1,1,31,5,14,1,0.39,28.19,122.34,129.6
0,1,2,1,1,1,30,6,11,2,0.28,20.12,85.51,89.8
4,0,5,1,1,2,14,5,11,3,0.88,8.25,9.24,14.5
2,2,1,1,6,1,32,7,20,4,0.67,50.0,228.57,252.7
0,2,4,1,1,0,43,7,15,2,0.45,37.69,127.34,139.2
0,0,1,0,3,2,12,7,16,1,0.98,14.71,25.22,30.0
0,0,1,0,2,0,39,7,18,4,0.21,9.92,55.27,58.9
4,0,2,1,1,1,16,2,9,0,0.5,8.18,55.62,62.5
0,2,1,1,1,1,39,2,11,6,0.62,33.12,645.84,300.0
2,2,2,1,1,1,45,5,8,4,0.85,42.75,327.04,300.0
2,0,3,0,2,1,33,1,16,5,0.51,15.87,366.6,300.0
2,1,2,1,1,1,27,6,9,5,0.95,29.97,114.64,134.7
4,1,2,0,1,2,29,5,18,1,0.37,18.4,90.71,95.7
4,0,1,1,1,1,13,5,15,4,0.75,6.8,17.68,23.6
2,1,1,1,2,2,5,4,10,0,0.43,41.79,52.24,58.2
0,0,3,0,2,2,36,1,12,5,0.84,13.15,331.38,300.0
2,0,2,1,4,1,14,3,14,3,0.8,26.47,105.0,120.4
3,0,1,1,1,1,44,7,21,0,0.73,5.8,36.46,39.3
2,2,3,1,4,1,29,5,11,5,0.11,50.0,203.0,210.4
3,2,1,0,2,1,7,6,12,1,0.3,14.56,16.99,19.6
0,2,1,1,1,0,6,6,14,1,0.57,41.95,41.95,50.7
3,2,4,0,3,1,7,1,21,1,0.53,20.08,77.31,83.6
0,0,5,1,1,2,5,1,13,1,0.54,13.9,27.8,33.2
4,2,2,0,2,1,48,5,20,6,0.73,33.8,275.81,300.0
1,0,2,0,1,0,43,7,19,5,0.88,7.1,37.07,43.5
3,2,2,1,8,1,46,2,16,2,0.23,44.83,876.43,300.0
0,1,4,1,1,1,9,5,21,0,0.17,21.25,21.04,22.9
2,0,2,0,3,0,13,4,13,2,0.35,18.22,50.33,53.6
3,0,4,1,3,0,10,5,14,1,0.21,8.94,9.83,12.0
0,0,1,1,1,1,0,1,20,0,0.78,10.91,2.0,2.7
4,1,1,1,1,1,41,2,13,4,0.43,15.45,316.72,300.0
3,1,5,1,4,0,4,3,16,6,0.85,13.98,7.46,11.0
2,1,2,0,3,1,4,4,11,2,0.63,31.25,26.56,29.3
1,0,3,1,3,0,17,3,21,0,0.62,13.91,55.18,61.9
2,1,2,1,2,1,0,4,20,6,0.61,34.62,2.0,4.4
2,1,1,0,2,2,2,7,11,1,0.91,39.24,11.21,11.7
2,0,4,0,2,2,37,4,13,1,0.48,16.01,81.45,88.7
3,0,1,1,2,1,15,2,13,6,0.57,7.04,52.8,56.2
2,2,2,1,1,0,23,5,21,0,0.93,50.0,195.5,225.3
0,1,4,1,1,1,45,7,18,3,0.58,16.75,59.22,67.2
0,0,3,1,3,1,10,6,15,6,0.6,13.39,15.62,17.1
0,0,3,1,2,1,7,6,16,1,0.41,14.87,12.14,14.1
1,0,1,0,1,1,25,2,10,6,0.58,6.29,78.62,88.5
3,0,2,1,4,1,7,5,17,1,0.12,8.67,10.32,13.9
4,0,1,0,1,1,15,2,18,4,0.68,5.08,38.1,41.2
0,0,1,0,1,2,21,3,14,6,0.47,8.91,62.37,66.8
5,0,3,0,3,1,22,7,21,0,0.17,6.28,13.82,15.3
2,0,3,1,2,1,39,6,9,2,0.59,15.61,71.03,81.1
5,2,1,0,1,1,38,4,15,3,0.44,19.22,182.59,197.2
3,0,5,0,1,0,8,7,15,0,0.42,3.0,2.0,6.5
3,1,1,1,2,1,24,7,17,4,0.38,12.07,41.38,46.9
0,0,2,0,1,1,21,1,19,3,0.53,6.92,123.52,139.0
0,1,1,1,1,1,10,6,9,2,0.93,19.66,32.77,38.3
0,0,1,1,1,1,30,4,10,2,0.47,10.83,81.22,88.7
3,0,5,0,1,1,28,2,18,2,0.12,3.0,16.8,15.7
1,2,2,1,1,1,3,5,19,1,0.55,30.68,15.65,17.9
4,1,2,1,2,1,14,7,16,1,0.83,22.38,38.05,44.3
1,0,2,0,1,1,9,6,13,5,0.2,5.68,7.24,7.2
4,0,1,1,1,1,33,3,19,4,0.43,9.18,100.98,109.4
0,1,5,1,1,1,11,2,14,1,0.84,21.65,47.63,57.1
0,1,2,1,1,1,45,4,20,4,0.36,18.68,178.63,193.1
1,0,2,0,2,1,7,7,13,4,0.47,7.53,6.4,7.2
2,1,3,1,2,2,18,5,15,6,0.74,44.49,112.11,128.0
1,0,2,1,1,1,2,1,20,4,0.24,7.78,13.23,15.9
4,1,1,1,4,1,33,4,17,2,0.36,25.01,206.33,218.3
0,1,2,1,1,2,6,4,16,6,0.21,22.58,28.79,32.8
1,0,2,1,3,1,37,5,21,4,0.53,14.01,88.12,98.1
4,1,2,1,1,1,6,5,10,0,0.2,16.59,16.92,18.6
0,0,4,1,3,1,44,4,18,6,0.72,16.88,102.12,117.9
5,0,1,1,2,1,24,7,9,6,0.32,7.69,26.37,33.1
5,2,2,0,1,0,44,3,13,4,0.61,19.58,244.1,264.8
0,0,3,1,1,1,2,6,11,4,0.43,11.73,2.74,5.2
1,1,5,0,1,1,16,6,8,3,0.88,14.29,15.24,17.4
1,0,4,0,1,1,44,5,13,3,0.87,5.22,25.26,29.5
4,0,3,1,1,1,32,7,16,4,0.69,9.12,29.18,35.1
2,1,5,0,4,1,26,3,16,6,0.56,39.14,135.69,148.0
3,1,4,1,1,0,14,1,18,6,0.96,9.76,75.15,88.6
4,1,1,1,1,1,20,2,21,1,0.7,18.99,189.9,211.4
0,1,3,0,1,1,23,1,11,6,0.77,14.08,226.69,251.3
4,1,3,1,1,1,49,4,8,0,0.15,15.01,128.71,130.6
3,1,3,0,2,1,42,3,11,3,0.97,7.23,70.85,84.5
2,1,4,1,6,1,39,1,19,3,0.85,50.0,1072.5,300.0
4,2,2,1,1,1,42,5,21,0,0.68,32.07,228.98,254.3
3,1,1,1,6,1,36,5,9,2,0.83,16.65,119.88,135.0
0,0,2,1,3,1,49,5,9,0,0.39,15.75,131.2,141.8
2,0,2,1,1,1,28,4,11,1,0.45,17.1,101.75,111.1
2,1,2,1,3,1,3,5,14,4,0.35,37.1,18.92,21.3
0,0,1,1,1,1,48,4,16,3,0.58,12.27,147.24,165.6
5,0,3,1,1,1,33,3,12,2,0.25,6.0,46.2,47.0
0,0,3,1,1,2,26,7,8,5,0.71,12.63,32.84,40.0
3,2,1,1,3,1,40,7,9,3,0.18,23.25,132.86,138.5
2,0,3,1,2,1,47,6,14,0,0.28,19.79,108.52,113.6
0,0,1,1,2,1,24,7,20,4,0.9,13.12,44.98,53.6
5,1,1,1,1,1,14,2,18,0,0.97,11.14,77.98,91.3
4,0,2,0,1,1,4,3,18,2,0.28,4.4,4.99,5.0
2,1,3,0,8,2,31,4,17,4,0.72,50.0,271.25,300.0
0,1,3,0,1,1,31,5,11,0,0.2,14.71,63.84,66.3
0,1,3,1,3,1,32,7,21,0,0.18,23.99,76.77,83.7
1,0,4,1,2,1,27,7,16,1,0.73,10.73,22.76,27.2
1,0,1,1,1,1,2,2,11,4,0.76,8.89,8.89,12.9
2,0,4,1,2,1,1,5,13,0,0.8,16.72,2.0,6.2
5,1,3,1,1,1,21,4,21,4,0.87,12.24,44.98,55.1
2,2,4,1,2,0,43,3,15,1,0.76,50.0,394.17,300.0
4,1,1,1,1,1,30,1,8,0,0.33,14.75,442.5,300.0
3,1,1,1,1,1,29,6,10,4,0.62,9.99,48.28,54.5
2,2,5,1,1,1,20,1,16,1,0.13,44.42,355.36,300.0
4,1,2,1,1,1,27,6,9,6,0.89,15.05,57.57,65.4
2,1,1,0,2,0,27,1,14,1,0.83,35.53,959.31,300.0
4,0,3,1,1,1,2,4,18,4,0.48,6.96,2.44,4.5
1,0,2,1,1,2,33,4,18,3,0.46,12.12,84.99,91.9
0,0,3,0,1,0,27,5,20,2,0.55,8.01,30.28,33.4
4,0,1,1,1,1,38,6,11,3,0.36,8.64,54.72,57.5
2,0,3,1,2,1,37,6,13,2,0.67,19.73,85.17,94.2
4,2,3,0,1,0,3,2,12,1,0.86,25.83,27.12,34.0
5,1,1,1,2,1,7,2,19,2,0.11,14.37,50.29,52.5
0,1,3,0,1,1,25,5,13,6,0.96,14.71,51.49,59.7
2,0,1,0,1,1,23,4,21,0,0.67,11.17,64.23,72.0
1,0,1,0,1,0,39,5,15,1,0.99,5.62,43.84,52.8
3,0,3,0,1,2,39,5,18,1,0.26,3.0,16.38,19.1
4,1,5,1,1,1,4,5,17,2,0.92,16.22,5.19,7.0
1,0,2,0,1,1,17,2,21,4,0.2,5.89,42.56,47.6
2,0,1,1,4,1,25,1,12,4,0.35,26.86,671.5,300.0
3,0,3,0,1,2,8,7,8,3,0.29,3.3,2.64,2.9
0,0,2,1,2,1,22,7,19,5,0.87,13.62,36.38,45.3
4,0,5,1,1,1,24,4,13,3,0.36,8.83,21.19,25.6
3,0,1,0,8,1,21,7,14,6,0.83,6.1,18.3,22.5
5,2,3,1,1,1,11,3,18,2,0.34,20.92,53.69,60.5
1,1,1,0,3,1,47,3,10,3,0.42,20.59,322.58,300.0
0,1,4,1,1,1,14,3,9,5,0.32,18.78,48.2,50.3
2,1,3,1,1,1,5,3,9,4,0.34,28.87,33.68,39.1
0,1,2,0,1,0,4,4,14,4,0.39,16.92,14.38,17.3
5,1,1,1,1,1,9,6,14,6,0.55,14.93,22.4,25.6
0,2,3,1,1,2,9,5,11,6,0.85,36.03,45.4,53.8
4,0,2,1,1,0,2,1,21,2,0.2,8.68,14.76,15.5
2,1,3,1,1,2,5,7,13,0,0.66,34.71,17.36,19.7
1,2,3,1,1,1,12,6,13,6,0.34,28.56,39.98,44.7
0,0,3,1,1,1,26,4,21,1,0.85,9.81,44.64,53.9
3,0,1,1,1,1,22,1,12,5,0.37,5.85,128.7,140.5
2,0,2,0,1,1,41,3,19,2,0.85,10.51,122.09,138.0
1,1,2,1,1,2,49,7,21,2,0.12,20.53,122.15,124.6
5,0,3,1,1,1,34,5,19,1,0.99,7.88,37.51,48.7
